,regiao_geografica,regional_de_saude,municipio,tipo_da_instituicao,sigla_da_instituicao,nome_da_instituicao,cnpj_da_instituicao,cnpj_do_escritorio_regional_local,tipo_da_forma_de_abastecimento,codigo_forma_de_abastecimento,nome_da_forma_de_abastecimento,nome_da_eta_uta,data_de_registro,data_de_preenchimento_do_relatorio_semestral,data_da_coleta,data_da_analise,uf,ano,semestre,substancia,grupo,lq,ld,vmp,resultado,tipo_resultado,consistencia,pt_monitoramento,atendimento_ao_padrao,tipo_cor
230,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,FLORIANOPOLIS,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000460.0,SAA,S420540000009,SISTEMA RIO VERMELHO,UTA RIO VERMELHO,14/09/2018,13/08/2018,10/05/2018,11/05/2018,SC,2018,1,Nitrato (como N),Substâncias Inorgânicas,"0,5",,10.0,"11,1",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
231,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,SAO BONIFACIO,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000460.0,SAA,S421590000001,SAO BONIFACIO,ETA SÃO BONIFÁCIO,23/08/2018,13/08/2018,28/03/2018,06/04/2018,SC,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,043",,0.08,"0,084",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
232,SUL,1ª CRS,GUAIBA,Empresa Estadual,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,92802784000190.0,92802784036976.0,SAA,S430930000001,GUAÍBA,ETA I DE GUAÍBA,28/09/2018,10/08/2018,23/05/2018,25/05/2018,RS,2018,1,Nitrato (como N),Substâncias Inorgânicas,"0,058","0,057",10.0,0728,QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
233,SUL,10 RS - CASCAVEL,CASCAVEL,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410480000003,RIO DO SALTO UT7911,,28/02/2018,15/02/2018,03/01/2018,29/01/2018,PR,2018,1,"2, 4, 6 Triclorofenol",Subprodutos da desinfecção,"2,0000",,0.2,"2,0000",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,1
234,NORDESTE,PROPRIA,PROPRIA,Empresa Estadual,DESO,COMPANHIA DE SANEAMENTO DE SERGIPE,13018171000190.0,13018171000190.0,SAA,S280570000002,ETA ALEMANHA,,25/06/2018,25/06/2018,26/02/2018,28/02/2018,SE,2018,1,Nitrato (como N),Substâncias Inorgânicas,"0,10",,10.0,"19,8",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,1
235,SUL,23ª REGIONAL DE SAÚDE- JOINVILLE,BARRA VELHA,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433007715.0,SAA,S420210000001,SAA BARRA VELHA,,24/07/2018,24/07/2018,27/06/2018,05/07/2018,SC,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,056",,0.08,"0,143",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
236,SUL,09 RS - FOZ DO IGUACU,MEDIANEIRA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S411580000001,MEDIANEIRA UT1711,,06/08/2018,13/07/2018,19/06/2018,27/06/2018,PR,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"80,0000","8,0",0.08,"80,0000",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
237,SUL,02 RS - CURITIBA,CERRO AZUL,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410520000001,CERRO AZUL UT0731,,24/07/2018,06/07/2018,29/01/2018,31/01/2018,PR,2018,1,"2, 4, 6 Triclorofenol",Subprodutos da desinfecção,"10,0000",,0.2,"105,9000",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,1
238,SUL,12 RS - UMUARAMA,NOVA OLIMPIA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S411720000001,NOVA OLIMPIA UT1841,,24/07/2018,09/07/2018,12/03/2018,28/03/2018,PR,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"80,000",,0.08,"80,0000",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
239,SUDESTE,GVS XXXII - ITAPEVA,ITARARE,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517055839.0,SAA,S352320000004,SISTEMA SANTA CRUZ DOS LOPES,,14/08/2018,24/07/2018,04/04/2018,08/05/2018,SP,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,20104",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
240,SUDESTE,GVS XXXII - ITAPEVA,ITARARE,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517055839.0,SAA,S352320000004,SISTEMA SANTA CRUZ DOS LOPES,,14/08/2018,24/07/2018,04/04/2018,06/04/2018,SP,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"0,0071",,0.1,"0,11351",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
241,SUL,07 RS - PATO BRANCO,SAUDADE DO IGUACU,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S412627000001,SAUDADE DO IGUACU UT3721,,17/08/2018,08/08/2018,06/02/2018,19/02/2018,PR,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"1,0000",,0.1,"1,0000",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
242,SUL,08 RS - FRANCISCO BELTRAO,BOA ESPERANCA DO IGUACU,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410302000001,BOA ESPERANCA DO IGUACU UT3401,,27/08/2018,30/07/2018,21/05/2018,07/06/2018,PR,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"80,0000",,0.08,"80,0000",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
243,SUDESTE,GOVERNADOR VALADARES,VIRGOLANDIA,Empresa Estadual,COPASA,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,17281106000103.0,17281106000103.0,SAA,S317190000006,SAA DO DIVINO DE VIRGOLANDIA,,04/09/2018,01/08/2018,19/02/2018,22/02/2018,MG,2018,1,Benzo[a]pireno,Substâncias Orgânicas,,"0,007",0.7,"2,5000",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,1
244,SUL,18 RS - CORNELIO PROCOPIO,RIBEIRAO DO PINHAL,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S412190000001,RIBEIRAO DO PINHAL UT2261,,24/08/2018,17/08/2018,10/04/2018,27/04/2018,PR,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"80,0000",,0.08,"80,0000",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
245,SUL,3ª CRS,RIO GRANDE,Empresa Estadual,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,92802784000190.0,92802784036461.0,SAA,S431560000001,RIO GRANDE,,30/08/2018,10/08/2018,05/02/2018,21/02/2018,RS,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"0,00045","0,00014",0.1,"0,16",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
246,SUL,9ª REGIONAL DE SAÚDE- VIDEIRA,SALTO VELOSO,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000974.0,SAA,S421540000001,SAA SALTO VELOSO,,19/10/2018,01/10/2018,09/05/2018,15/05/2018,SC,2018,1,Acrilamida,Substâncias Orgânicas,"0,10",,0.5,01,QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,1
247,SUDESTE,SETE LAGOAS,CEDRO DO ABAETE,Empresa Estadual,COPASA,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,17281106000103.0,17281106000103.0,SAA,S311560000002,CEDRO DO ABAETE,,25/09/2018,11/09/2018,08/01/2018,09/01/2018,MG,2018,1,Trihalometanos Total,Subprodutos da desinfecção,,"0,00032",0.1,"0,15731",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
248,SUL,06 RS - UNIAO DA VITORIA,GENERAL CARNEIRO,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410850000002,GENERAL CARNEIRO UT1041,,26/09/2018,30/07/2018,15/05/2018,30/05/2018,PR,2018,1,"2, 4, 6 Triclorofenol",Subprodutos da desinfecção,10,,0.2,10,QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,1
249,SUDESTE,GVS XXV - SANTOS,GUARUJA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517019522.0,SAA,S351870000002,JURUBATUBA GUARUJA,,05/11/2018,22/10/2018,19/03/2018,22/03/2018,SP,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,09",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
250,SUDESTE,GVS XXIII - REGISTRO,CAJATI,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,12580889000102.0,SAA,S350925000001,BARRAGEM BARRA DO AZEITE,,03/10/2018,30/08/2018,27/02/2018,08/03/2018,SP,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,16",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
251,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,PAULO LOPES,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000621.0,SAA,S421230000001,SAA CACHOEIRA MORRO AGUDO,,24/12/2018,24/12/2018,07/05/2018,11/05/2018,SC,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,073",,0.08,"0,117",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
252,SUDESTE,GVS XXIII - REGISTRO,CAJATI,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,12580889000102.0,SAA,S350925000001,BARRAGEM BARRA DO AZEITE,,27/12/2018,27/12/2018,05/11/2018,25/11/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,2435",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
253,SUDESTE,GVS XXXII - ITAPEVA,ITARARE,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517055839.0,SAA,S352320000004,SISTEMA SANTA CRUZ DOS LOPES,,11/01/2019,11/01/2019,30/10/2018,12/11/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0887",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
254,SUDESTE,GVS XVII - CAMPINAS,BRAGANCA PAULISTA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517040645.0,SAA,S350760000002,SISTEMA BRAGANCA PAULISTA,,30/11/2018,22/11/2018,05/03/2018,08/03/2018,SP,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,10",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
255,SUDESTE,GVS XXXII - ITAPEVA,ITAOCA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,32537237000100.0,SAA,S352215000002,ETA CARAÇAS,,27/12/2018,27/12/2018,02/10/2018,18/10/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1847",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
256,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,PEREIRAS,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,13311879000134.0,SAA,S353750000006,PEREIRAS,,28/01/2019,28/01/2019,13/08/2018,17/08/2018,SP,2018,2,Trihalometanos Total,Subprodutos da desinfecção,"0,0071",,0.1,"0,1379",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
257,SUL,15 RS - MARINGA,MARINGA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S411520000001,MARINGA UT1671,,17/01/2019,08/01/2019,02/07/2018,09/07/2018,PR,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"80,000","8,0",0.08,"80,0000",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
258,SUDESTE,GVS XXXI - SOROCABA,ANGATUBA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517019018.0,SAA,S350220000003,ANGATUBA,,18/01/2019,18/01/2019,27/11/2018,11/12/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1041",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
259,SUDESTE,GVS X - OSASCO,CARAPICUIBA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517040645.0,SAA,S355030000001,SISTEMA CANTAREIRA ETA GUARAU,,30/01/2019,25/01/2019,10/12/2018,17/12/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0864",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
260,SUL,04 RS - IRATI,IMBITUVA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S411010000003,IMBITUVA UT0181,,31/01/2019,07/01/2019,13/08/2018,29/08/2018,PR,2018,2,"2, 4, 6 Triclorofenol",Subprodutos da desinfecção,"10,0000",,0.2,"10,0000",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,1
261,NORTE,SUDESTE,NOVO JARDIM,Empresa Estadual,ATS,AGENCIA TOCANTINENSE DE SANEAMENTO,11996434000100.0,11996434000100.0,SAA,S171525000001,ATS NOVO JARDIM,,17/01/2019,17/01/2019,17/10/2018,23/10/2018,TO,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,124",,0.08,"0,164",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
262,NORTE,MEDIO NORTE ARAGUAIA,GOIATINS,Empresa Estadual,SANEATINS,COMPANHIA DE SANEAMENTO DO TOCANTINS,25089509000183.0,25089509000183.0,SAA,S170900000001,OAS ALTO LINDO,,30/01/2019,30/01/2019,19/02/2018,26/02/2018,TO,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,038",,0.08,"0,093",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
263,SUDESTE,GVS XXXI - SOROCABA,SAO ROQUE,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517050527.0,SAA,S355060000001,ETA CENTRAL,,28/01/2019,28/01/2019,15/10/2018,23/10/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,10785",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
264,SUDESTE,GVS X - OSASCO,SANTANA DE PARNAIBA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517039981.0,SAA,S355645000001,SAO LOURENCO,,30/01/2019,22/01/2019,12/11/2018,25/11/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1191",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
265,CENTRO-OESTE,REGIONAL ENTORNO NORTE,FORMOSA,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S520800000001,FORMOSA,,05/02/2019,08/07/2018,04/04/2018,04/04/2018,GO,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"0,00035","0,00012",0.1,"8,9412",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
266,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,LARANJAL PAULISTA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517078103.0,SAA,S352640000001,SISTEMA DE ABASTECIMENTO DE ÁGUA DE LARANJAL PAULISTA,,29/01/2019,28/01/2019,14/10/2018,23/10/2018,SP,2018,2,Trihalometanos Total,Subprodutos da desinfecção,"0,0071",,0.1,"0,16038",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
267,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE METROPOLITANA,VITORIA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320500000001,ETA CARAPINA,,13/02/2019,03/05/2018,18/06/2018,25/06/2018,ES,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,01",,0.08,"0,084",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
268,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE METROPOLITANA,VITORIA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320520000001,ETA COBI,,13/02/2019,03/05/2018,18/06/2018,25/06/2018,ES,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,147",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
269,SUDESTE,GVS XX - PIRACICABA,AGUAS DE SAO PEDRO,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517053208.0,SAA,S350060000002,ETA SABESP,,28/01/2019,28/01/2019,03/12/2018,17/12/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1863",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
270,NORTE,SUDESTE,DIANOPOLIS,Empresa Estadual,SANEATINS,COMPANHIA DE SANEAMENTO DO TOCANTINS,25089509000183.0,25089509000183.0,SAA,S170700000001,BRK DIANOPOLIS,,22/01/2019,22/01/2019,12/11/2018,21/11/2018,TO,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,043",,0.08,"0,105",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
271,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,TORRE DE PEDRA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,13311879000134.0,SAA,S355465000001,SISTEMA TORRE DE PEDRA,,28/01/2019,28/01/2019,22/10/2018,29/10/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1426",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
272,NORDESTE,11 REGIONAL DE SAUDE SOBRAL,CATUNDA,Empresa Estadual,CAGECE,COMPANHIA DE AGUA E ESGOTO DO CEARA,7040108000157.0,7040108000157.0,SAA,S230365000002,CAGECE CATUNDA,,13/02/2019,13/02/2019,13/09/2018,14/09/2018,CE,2018,2,Trihalometanos Total,Subprodutos da desinfecção,"0,0030","0,0005",0.1,"0,2",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
273,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,FLORIANOPOLIS,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000460.0,SAA,S421190000001,SAA INTEGRADO GRANDE FLORIANOPOLIS,,08/03/2019,05/02/2019,20/12/2018,28/12/2018,SC,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,043",,0.08,"0,099",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
274,SUDESTE,GVS I - CAPITAL,SAO PAULO,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517070986.0,SAA,S355030000002,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,,29/01/2019,28/01/2019,27/11/2018,11/12/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1159",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
275,SUL,09 RS - FOZ DO IGUACU,MEDIANEIRA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S411580000001,MEDIANEIRA UT1711,,08/02/2019,10/01/2019,28/08/2018,04/09/2018,PR,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"80,0000",,0.08,"80,0000",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
276,NORDESTE,03 REGIONAL DE SAUDE MARACANAU,MARACANAU,Empresa Estadual,CAGECE,COMPANHIA DE AGUA E ESGOTO DO CEARA,7040108000157.0,7040108000157.0,SAA,S230440000002,SISTEMA GAVIAO,,20/02/2019,20/02/2019,30/06/2018,30/06/2018,CE,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"0,04","0,004",0.1,"0,17",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
277,CENTRO-OESTE,REGIONAL OESTE I,AMORINOPOLIS,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S520090000001,AMORINOPOLIS,,29/03/2019,20/08/2018,10/05/2018,11/05/2018,GO,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"0,00035","0,00012",0.1,"18,003",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
278,SUDESTE,GVS XXV - SANTOS,SANTOS,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517019522.0,SAA,S351870000002,JURUBATUBA GUARUJA,,05/04/2019,05/04/2019,03/12/2018,17/12/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,2348",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
279,SUL,02 RS - CURITIBA,MANDIRITUBA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S411430000001,ESPIGAO DAS ANTAS UT6991,,15/04/2019,09/01/2019,20/11/2018,30/11/2018,PR,2018,2,Níquel,Substâncias Inorgânicas,"0,0100","0,002",0.07,0100,QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,1
280,SUDESTE,GVS XXV - SANTOS,GUARUJA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517015888.0,SAA,S351870000003,JURUBATUBA VICENTE DE CARVALHO,,29/03/2019,29/03/2019,03/12/2018,17/12/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,2511",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
281,CENTRO-OESTE,REGIONAL OESTE I,BALIZA,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S520310000001,BALIZA,,08/05/2019,18/01/2019,10/10/2018,11/10/2018,GO,2018,2,Trihalometanos Total,Subprodutos da desinfecção,"0,00035","0,00012",0.1,"0,771",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
282,SUDESTE,GVS X - OSASCO,EMBU-GUACU,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517070986.0,SAA,S351510000001,SISTEMA CAPIVARI,,02/05/2019,24/01/2019,24/10/2018,29/10/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,2002",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
283,SUDESTE,GVS XXIII - REGISTRO,CANANEIA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517017902.0,SAA,S350990000001,BARRAGEM ARIRI,,08/08/2019,10/04/2019,20/11/2018,25/11/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0862",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
284,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE SUL,MUQUI,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320380000105,CAMARA,,30/07/2019,03/12/2018,25/07/2018,30/07/2018,ES,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,01",,0.08,"0,150",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
